i,r1,l1,r2,l2,cyl1_primitive,cyl2_primitive,algoPath,minD,p1x,p1y,p1z,p2x,p2y,p2z,q0,q1,q2,q3,R_temp[0][0],R_temp[0][1],R_temp[0][2],O2x,R_temp[1][0],R_temp[1][1],R_temp[1][2],O2y,R_temp[2][0],R_temp[2][1],R_temp[2][2],O2z,kvec[0],kvec[1],kvec[2],kphi
13152,3.72119,2.26336,7.01871,3.18458,6,5,B4bXX,1.01374,2.04955,-3.48941,3.22338,1.88464,-3.20865,2.26336,0.986223,0.142753,0.0782037,0.0295002,0.986028,-0.0358599,0.162675,8.0891,0.0805151,0.957503,-0.276958,-0.0173575,-0.14583,0.286186,0.947012,3.20134,0.862961,0.472753,0.178333,0.332372
13153,2.61464,3.83328,6.32353,2.3137,5,5,C4c4c,0.15613,1.24876,2.29716,0,1.26045,2.31866,-0.1542,0.993598,0.0751788,0.0794323,-0.0283108,0.985778,0.0682024,0.153591,7.13451,-0.0443159,0.987093,-0.153893,2.33786,-0.162104,0.144897,0.976077,-3.4459,0.665459,0.70311,-0.250599,0.226429
13154,0.0446193,3.71956,7.83489,0.394772,5,5,C4b3b,1.95659,0.0168896,0.0412992,-5.55112e-17,0.564511,1.38037,-1.31729,0.880445,0.40158,-0.0458845,-0.247882,0.872899,0.39964,-0.279886,5.33667,-0.473345,0.554577,-0.684389,0.811156,-0.118291,0.729885,0.673257,-0.498396,0.846949,-0.0967724,-0.522793,0.987993
13155,3.67361,3.63953,5.48832,1.8928,5,2,C4c2X,-3.44642,2.99546,2.12664,2.64145,0.185247,0.131517,2.64145,0.992427,0.121668,-0.00240491,0.0167301,0.999429,-0.033792,-0.000702379,4.70466,0.0326216,0.969834,-0.241573,3.15245,0.00884442,0.241412,0.970382,3.39677,0.990488,-0.0195782,0.136198,0.246294
13156,0.886454,4.49228,7.32246,2.93382,3,2,C4b1X,-0.886454,0,0,4.1858,1.33227e-15,8.88178e-16,4.1858,0.99926,0.0382742,0.00309568,0.00230599,0.99997,-0.0043716,0.00636329,3.11977,0.00484554,0.99706,-0.0764774,-4.02703,-0.00601025,0.0765059,0.997051,3.85701,0.994953,0.0804734,0.0599453,0.0769556
13157,0.697744,0.8057,6.20467,0.628674,5,2,C4b2X,-0.398558,0.305949,0.62709,0.228113,0.131188,0.26889,0.228113,0.925339,0.219271,0.0620178,0.30302,0.808665,-0.533595,0.247662,3.1164,0.58799,0.720199,-0.368214,5.69892,0.0181118,0.443385,0.896148,0.932704,0.578337,0.163575,0.799231,0.777733
13158,3.12259,0.49244,7.00944,3.36054,5,6,C4b3b,1.26814,1.96998,-2.42276,0.49244,2.39847,-2.94973,1.56336,0.953023,0.193042,0.201228,-0.118273,0.891037,0.303126,0.337887,2.51296,-0.147743,0.897492,-0.415547,2.24129,-0.429214,0.320348,0.844484,4.07191,0.637319,0.664345,-0.390473,0.615463
13159,4.93446,4.46687,7.2836,3.61951,5,6,C3b4b,0,1.41327,4.72774,4.46687,1.41327,4.72774,4.46687,0.999408,0.00870129,0.0331404,-0.00323415,0.997783,0.0070412,0.0661852,3.93393,-0.00588774,0.999828,-0.0176066,-0.174838,-0.0662978,0.0171779,0.997652,4.21312,0.252827,0.962937,-0.0939725,0.0688454
13160,4.22119,1.90621,6.96418,4.12072,5,6,C3b4b,5.3561,2.06844,-3.67968,1.90621,2.97469,-5.29186,6.93287,0.984415,0.151707,0.087968,-0.0131642,0.984177,0.0526087,0.1692,1.99749,0.000772569,0.953624,-0.301001,-5.87173,-0.177188,0.296368,0.938494,6.92307,0.862658,0.500218,-0.0748563,0.353557
13161,2.91174,2.05161,7.2475,4.64412,6,3,B4bXX,2.51998,-0.734351,-2.81761,2.05161,-1.05255,-4.0385,4.23301,0.965823,0.250637,-0.0660393,0.00258231,0.991264,-0.0380919,-0.12627,1.00792,-0.0281157,0.874349,-0.484483,-4.43264,0.128859,0.483801,0.86564,4.31297,0.966948,-0.254777,0.00996246,0.524396
13162,3.43949,3.38885,8.89005,0.895344,2,4,B1XXX,-3.43949,1.33227e-15,-1.77636e-15,2.14535,4.44089e-16,-1.77636e-15,2.14535,0.957643,0.273639,0.0777443,-0.0446842,0.983918,0.128131,0.124448,2.12015,-0.0430352,0.84625,-0.531045,6.07946,-0.173357,0.51715,0.838155,4.6142,0.950278,0.269986,-0.155177,0.584186
13163,3.50676,2.21588,5.05132,0.877178,5,4,C4c4a,0,0.740457,0.467515,2.21588,0.740457,0.467515,2.21588,0.941053,0.107576,0.306424,-0.0946118,0.794306,0.243997,0.556367,1.40309,-0.112142,0.958952,-0.260451,5.3432,-0.597078,0.144486,0.789063,3.35801,0.318027,0.905884,-0.279702,0.690134
13164,4.96583,4.71693,8.83042,2.51868,5,5,C4b4b,3.02881,-2.56568,4.25168,0,-3.2083,5.31659,-2.76165,0.976055,0.185795,0.0978974,0.0566844,0.974406,-0.0742764,0.21217,3.50804,0.147032,0.924534,-0.351595,5.0407,-0.170043,0.373792,0.911792,-7.19324,0.854135,0.450052,0.260588,0.438555
13165,3.3139,0.114002,6.59312,0.0624754,5,5,C4b4b,2.7245,3.28069,0.468033,4.44089e-16,3.6772,0.5246,-2.6949,0.99711,0.00906153,-0.0731455,0.0183999,0.988622,-0.0380192,-0.145535,7.93081,0.0353679,0.999159,-0.0207624,-0.66316,0.146202,0.0153789,0.989135,-2.15715,0.119283,-0.962863,0.242211,0.15208
13166,0.0706452,2.22527,6.7678,2.18951,5,5,C4b3b,2.73544,0.0673106,0.0214482,-1.11022e-15,1.5681,0.499666,-2.23642,0.949756,0.0665519,-0.294592,0.0821592,0.812931,-0.195274,-0.548646,5.84546,0.116851,0.977641,-0.174823,2.06261,0.570517,0.0780092,0.817573,-1.70989,0.212632,-0.941214,0.262496,0.636683
13167,4.9598,2.64162,9.08955,3.45255,3,2,C11XX,-9.08955,4.63296,0.633238,2.64162,4.63296,0.633238,2.64162,0.907829,0.184509,-0.142685,-0.348488,0.716394,0.580082,-0.387666,5.78168,-0.685389,0.689025,-0.235556,1.33123,0.130469,0.434453,0.891195,0.000852079,0.439997,-0.340261,-0.831039,0.865438
13168,2.91527,2.57284,8.97884,0.12253,5,2,C4a2X,-1.30402,2.04464,-2.07804,1.76109,1.13006,-1.14852,1.76109,0.881019,0.452766,0.119876,0.066628,0.962381,-0.00884954,0.27156,7.86837,0.225953,0.581128,-0.781816,-2.88228,-0.150892,0.813764,0.561266,-3.91418,0.957056,0.253394,0.140838,0.985571
13169,1.44247,1.35806,7.07847,3.60717,5,6,C4b4b,0.481528,1.13178,-0.894315,1.35806,1.22644,-0.969117,1.82422,0.979756,0.0928483,0.0856059,0.155332,0.937087,-0.288479,0.196591,1.35429,0.320273,0.934502,-0.155343,-7.22682,-0.138901,0.208532,0.968102,0.794146,0.463793,0.427616,0.775912,0.40311
13170,2.42737,2.94851,6.49325,2.01566,3,2,C4b1X,-2.42737,4.44089e-16,4.44089e-16,1.43304,1.33227e-15,-8.88178e-16,1.43304,0.978012,0.148463,0.144022,0.0266364,0.957097,-0.00933776,0.289619,3.61684,0.0948652,0.954499,-0.282724,3.60285,-0.273801,0.298069,0.914433,-0.802831,0.711883,0.690587,0.127722,0.420183
13171,0.611375,1.34968,6.1733,4.07485,5,5,C24bX,-1.05983,0.610488,0.0329145,0,-0.440045,-0.0237251,-0.128067,0.973621,0.0490054,-0.0490092,-0.217393,0.900677,0.418512,-0.11674,5.69424,-0.428119,0.900678,-0.0741168,0.315781,0.0741259,0.116734,0.990393,0.489759,0.214773,-0.214789,-0.952753,0.460402
13172,0.667707,4.69739,6.12173,0.0641983,6,5,B3bXX,0,-0.145208,-0.651727,4.69739,-0.145208,-0.651727,4.69739,0.909334,0.00705558,-0.391119,0.14173,0.653878,-0.26328,-0.709315,2.56507,0.252241,0.959725,-0.123698,-2.46592,0.713315,-0.0980349,0.693953,7.14428,0.0169578,-0.94004,0.340644,0.85823
13173,3.97222,4.45899,6.33981,1.89501,5,5,C4b4b,3.60913,3.66228,1.53826,-8.88178e-16,3.73757,1.56988,-3.6082,0.999792,0.00420352,-0.0105043,0.0169951,0.999202,-0.0340715,-0.0208613,1.68872,0.0338949,0.999387,-0.00876232,0.857983,0.0211471,0.00804824,0.999744,-5.55269,0.205885,-0.514493,0.832411,0.0408364
13174,3.13358,0.928162,8.94445,3.00001,5,5,C4c4c,3.26865,-3.09449,0.493396,-1.77636e-15,-3.78615,0.603677,-3.19273,0.981338,0.0272034,0.140293,-0.128661,0.927529,0.260153,0.268349,1.54538,-0.244887,0.965413,-0.0894918,-5.22068,-0.282349,0.017291,0.959156,-8.35556,0.14147,0.729587,-0.669096,0.386992
13175,0.54473,4.91626,7.11687,2.5833,5,5,C4b3b,0.339693,0.26517,0.475832,-2.22045e-16,0.307595,0.551961,-0.328322,0.988643,0.107813,-0.0715035,0.0764746,0.978078,-0.16663,-0.124893,1.17731,0.135794,0.965056,-0.224113,5.763,0.157873,0.20224,0.966527,-1.6804,0.717403,-0.475795,0.508874,0.301707
13176,1.08281,2.37542,7.00829,2.00549,5,6,C4b3b,0,-0.988843,-0.441222,2.37542,-0.988843,-0.441222,2.37542,0.998394,0.0539174,0.0119381,-0.0126372,0.999396,0.0265212,0.0224752,5.39833,-0.0239465,0.993866,-0.107963,-0.972798,-0.0252007,0.10736,0.993901,0.155446,0.951751,0.210732,-0.223072,0.113362
13177,3.39714,0.539729,8.78951,4.77817,6,2,B2XXX,-1.6968,0.828669,-3.29452,0.539729,0.529352,-2.10453,1.71168,0.885195,0.38575,-0.259784,-0.0118102,0.864746,-0.179515,-0.46903,3.16633,-0.221332,0.702114,-0.676792,-6.70095,0.450807,0.689065,0.567418,-5.67351,0.829177,-0.558409,-0.0253863,0.967768
13178,1.54261,0.95619,8.79141,2.79564,5,5,C4b3b,0.678166,0.281106,1.51678,8.88178e-16,0.350313,1.8902,-0.561848,0.945042,0.276481,-0.0965269,0.145387,0.93909,-0.32817,-0.10205,4.27867,0.221418,0.804842,-0.550639,0.336603,0.262837,0.494504,0.828482,-4.48495,0.845635,-0.295234,0.444677,0.66615
13179,3.99675,3.81823,5.42283,0.258346,5,3,C4a4a,0,3.99574,-0.0896574,-6.66134e-16,3.99574,-0.0896574,6.66134e-15,0.883077,0.342732,-0.195771,0.25374,0.79458,-0.582337,-0.171831,6.83603,0.31395,0.636302,-0.704667,-1.09417,0.51969,0.505968,0.688417,-0.694552,0.730416,-0.417218,0.54076,0.976833
13180,1.94173,4.21782,8.4491,4.63544,5,6,C4b3b,0.908035,-1.12074,-1.58565,4.21782,-1.1224,-1.588,5.12585,0.999987,0.00130365,-0.00091197,-0.00484958,0.999951,0.00969666,-0.00183656,4.16777,-0.00970142,0.99995,-0.00259841,-0.242202,0.00181127,0.0026161,0.999995,5.13907,0.255422,-0.178682,-0.950175,0.0102078
13181,4.39903,1.25871,8.72091,0.375868,5,5,C4b3b,4.49461,0.136617,4.3969,0,0.225467,7.25648,-3.46647,0.940895,0.338171,-0.00384727,-0.0185238,0.999284,0.0322559,-0.0197682,4.15906,-0.03746,0.770595,-0.636223,2.00551,-0.00528868,0.636508,0.771252,-8.18464,0.998439,-0.011359,-0.0546911,0.691068
13182,4.83058,0.413139,5.48075,0.925818,5,4,C4b4b,0.416869,3.00094,-2.78786,0.413139,3.00094,-2.78786,0.830008,0.997711,0.00112814,-0.023749,0.0633007,0.990858,-0.126365,-0.0472465,8.4419,0.126258,0.991983,-0.00525778,-2.18236,0.0475321,-0.000755534,0.998869,1.09055,0.0166839,-0.35122,0.936144,0.13534
13183,1.16259,2.2978,7.89709,1.08877,3,2,C4c1X,-1.16259,-8.88178e-16,-4.44089e-16,0.0389555,-3.55271e-15,2.66454e-15,0.0389555,0.996508,0.0827737,-0.0028319,0.0105914,0.99976,-0.0215777,-0.00389063,6.6189,0.0206401,0.986073,-0.165029,-3.63042,0.0073974,0.164909,0.986281,-1.64631,0.991342,-0.0339163,0.126849,0.167188
13184,1.87038,0.233183,6.80907,1.76506,5,4,C4b3b,6.18992,-0.0938208,-1.76917,0.233183,-0.0938208,-1.76917,6.42311,0.975566,0.0815203,-0.044865,0.199031,0.916748,-0.39565,-0.0550875,1.89545,0.38102,0.907482,-0.176916,4.61945,0.119988,0.141198,0.982683,7.68479,0.371039,-0.204203,0.905887,0.44303
13185,2.78265,1.00252,5.9003,3.38087,5,5,C4b3b,2.14056,1.88,2.05153,8.88178e-16,2.06609,2.2546,-2.12277,0.997888,0.0471876,-0.0439323,0.00787412,0.996016,-0.0198611,-0.0869359,3.31452,0.0115689,0.995423,-0.0948678,3.31298,0.0884221,0.0934841,0.991687,-5.32128,0.726504,-0.676384,0.12123,0.129995
13186,3.0699,3.37656,9.31928,3.50534,5,6,C4b3b,1.70413,2.90341,-0.997241,3.37656,3.65953,-1.25695,4.88153,0.965822,0.100203,0.219993,0.0935462,0.885704,-0.13661,0.443696,6.65962,0.224786,0.962417,-0.152397,-4.65083,-0.406201,0.234715,0.883125,2.78857,0.386574,0.848715,0.360893,0.524403
13187,4.46324,1.78651,5.57365,4.83276,5,6,C4c4c,1.09267,2.44158,-3.7362,1.78651,2.84803,-4.35817,2.58768,0.932138,0.349983,0.0924773,0.00885665,0.982739,0.0482198,0.178603,8.1155,0.0812423,0.754866,-0.650828,-2.56259,-0.166204,0.654104,0.737919,2.89643,0.966529,0.255389,0.0244589,0.741047
13188,2.47575,0.795931,6.42829,4.79816,5,6,C24cX,-3.06586,1.70376,1.79626,0.795931,-0.406104,-0.428153,0.794978,0.999999,0.000935591,0.000760001,0.000326726,0.999999,-0.000652029,0.00152061,4.01713,0.000654873,0.999998,-0.00187068,4.23654,-0.00151939,0.00187168,0.999997,0.422486,0.749149,0.60855,0.261616,0.00249775
13189,0.303715,3.60067,8.70018,3.59181,3,2,C4b1X,-0.303715,0,0,1.48204,8.88178e-16,0,1.48204,0.997302,0.0714879,0.00688384,0.0152081,0.999443,-0.0293499,0.0159049,5.3824,0.0313184,0.989316,-0.142381,5.13327,-0.0115561,0.142799,0.989684,2.13404,0.973802,0.093771,0.207164,0.146954
13190,4.87716,4.72463,9.61855,2.65429,3,2,C4b1X,-4.87716,1.77636e-15,-2.22045e-16,2.77295,0,1.55431e-15,2.77295,0.991467,0.125369,-0.0305703,-0.0184656,0.997449,0.028951,-0.0652489,4.89383,-0.0442812,0.967883,-0.247469,-1.58627,0.0559889,0.249727,0.966696,-0.0485389,0.961737,-0.234513,-0.141655,0.261457
13191,1.13086,2.16084,5.39101,4.42554,5,5,C24cX,2.88336,0.953588,-0.607868,0,3.21665,-2.05047,-1.05413,0.939559,0.331537,0.0112506,-0.0847685,0.985375,0.16675,-0.0350664,7.52637,-0.15183,0.765796,-0.624904,-3.34939,-0.077349,0.621089,0.779914,-4.77018,0.96831,0.0328594,-0.247581,0.698912
13192,1.99262,1.23244,9.32505,1.52019,5,5,C4b3b,0.191733,0.705442,1.86357,-3.33067e-16,0.719911,1.90179,-0.187326,0.994059,0.100957,-0.0360421,-0.0188641,0.99669,0.0302267,-0.0754648,5.45718,-0.0447815,0.978903,-0.199355,4.62837,0.0678469,0.202075,0.977017,-0.821027,0.927532,-0.331131,-0.173311,0.218123
13193,4.07494,1.23534,6.21636,2.59857,5,5,C4c4c,0.195018,3.98724,-0.840839,8.88178e-16,4.01405,-0.846491,-0.193084,0.996921,0.0468291,-0.0508475,0.0370159,0.992089,-0.0785662,-0.097915,6.17201,0.0690416,0.992874,-0.0971341,-6.4989,0.104849,0.0896054,0.990443,-3.15773,0.59721,-0.648457,0.472063,0.156987
13194,2.58644,0.304357,8.36624,2.80635,5,5,C23bX,-2.97275,2.41549,0.924687,0,-0.36074,-0.138097,-0.015874,0.999978,0.00659415,-0.000334231,-2.46397e-05,1,4.48704e-05,-0.000668773,7.45419,-5.36863e-05,0.999913,-0.013188,2.88722,0.000668123,0.013188,0.999913,-2.57257,0.998711,-0.0506207,-0.00373179,0.0132054
13195,1.33645,2.26858,7.17272,4.75808,5,6,C24cX,-0.567013,1.24957,-0.473986,2.26858,0.71949,-0.272916,2.27804,0.985354,0.161845,-0.0487167,-0.0225947,0.994232,0.0287585,-0.10332,7.87053,-0.0602967,0.946591,-0.316748,-1.45061,0.0886926,0.321151,0.942866,-1.90735,0.949117,-0.285692,-0.132503,0.342719
13196,3.26225,1.21626,9.73167,4.83148,6,3,B4bXX,2.06616,-3.013,-1.25064,1.21626,-4.48163,-1.86024,2.53555,0.881595,0.247703,-0.345516,-0.205067,0.677132,0.190402,-0.710802,0.725932,-0.532743,0.793181,-0.29504,-3.85012,0.507618,0.578455,0.638524,7.41313,0.524787,-0.732014,-0.434458,0.983132
13197,4.33636,3.31322,7.49207,2.077,5,5,C4a3c,0,4.33587,-0.0651259,-1.11022e-16,4.33587,-0.0651259,-5.55112e-16,0.897997,0.208871,0.0928862,-0.37596,0.700053,0.714024,0.00976888,5.93643,-0.636419,0.630054,-0.444974,0.0349011,-0.323877,0.305288,0.89549,-2.28716,0.474706,0.211105,-0.854453,0.911199
13198,1.53702,2.78324,6.96866,4.8788,3,2,C4a1X,-1.53702,8.88178e-16,4.44089e-16,1.04883,8.88178e-16,-1.33227e-15,1.04883,0.915556,0.399562,0.0416593,0.0192894,0.995785,-0.00203008,0.0916974,6.05936,0.068612,0.679956,-0.730035,2.67106,-0.0608682,0.73325,0.67723,3.10772,0.993464,0.103581,0.0479608,0.827817
13199,2.95313,2.52388,7.76284,1.46385,5,6,C4b4b,0.455218,2.50299,-1.56717,2.52388,2.56958,-1.60887,2.97227,0.992414,0.039368,0.0771702,-0.0872333,0.97287,0.179219,0.146301,6.34443,-0.167067,0.981681,-0.0916023,3.93687,-0.160038,0.0646751,0.98499,2.92733,0.320216,0.627696,-0.709549,0.246508
13200,2.9237,2.59442,7.24001,3.32739,5,5,C4b4b,0.612774,0.994901,2.74921,0,1.0936,3.02194,-0.539789,0.889945,0.17759,-0.167375,0.385287,0.64708,-0.745216,-0.161062,6.47984,0.62632,0.640032,-0.445065,4.18824,0.434754,0.187116,0.880895,-2.74299,0.389393,-0.366995,0.8448,0.947144
13201,4.27567,2.05066,9.65981,2.61639,5,6,C23bX,-8.52198,2.68988,3.32354,2.05066,-2.67131,-3.30059,2.10128,0.99793,0.0349187,0.0498486,-0.0207732,0.994167,0.0449416,0.09804,3.16486,-0.037979,0.996698,-0.0717639,4.38426,-0.100942,0.0676219,0.992592,-0.394402,0.542979,0.775135,-0.323018,0.128708
13202,2.99439,3.66352,8.26494,4.2015,1,1,AXXXX,0,-2.9832,-0.25861,1.17967,-2.9832,-0.25861,1.17967,0.965037,0.254204,0.0360972,-0.0527292,0.991833,0.120123,0.0428622,4.55278,-0.0834193,0.8652,-0.49444,3.6462,-0.0964782,0.486826,0.868155,0.753577,0.969827,0.137716,-0.20117,0.530422
13203,1.74283,0.840737,7.09214,2.42586,3,2,C4b1X,-1.74283,-1.77636e-15,-8.88178e-16,0.608382,-1.77636e-15,-2.66454e-15,0.608382,0.994634,0.0596276,0.0711809,0.0456236,0.985704,-0.0822688,0.147039,5.02997,0.0992461,0.988726,-0.11212,4.90005,-0.136157,0.12511,0.982756,0.41484,0.576343,0.688013,0.440984,0.207288
13204,3.40933,1.45803,6.40629,0.369255,5,3,C24aX,-0.726003,3.36507,0.547562,0,2.7643,0.449805,0.395723,0.897553,0.145292,0.342214,-0.237019,0.653422,0.524917,0.545437,7.87061,-0.326033,0.845424,-0.423038,1.46361,-0.683185,0.0985919,0.723559,-3.35475,0.32953,0.776161,-0.537573,0.913217
13205,3.4368,0.447455,8.31557,4.4373,5,5,C4b3b,0.164197,-0.404457,3.41292,1.77636e-15,-0.419561,3.54037,-0.10242,0.900138,0.427987,0.070316,-0.0404274,0.986843,0.132969,0.0919834,2.75675,-0.0125917,0.630385,-0.776181,5.48754,-0.161193,0.76481,0.623765,-5.2616,0.982512,0.161421,-0.0928073,0.901421
13206,1.83831,1.54154,7.67429,0.406284,5,6,C4b3b,1.53674,0.309161,-1.81213,1.54154,0.466974,-2.73714,2.7585,0.94655,0.317925,0.0544587,-0.000632324,0.994068,0.0358246,0.102694,3.47371,0.0334305,0.797847,-0.601933,-3.6186,-0.103498,0.601795,0.791916,1.6986,0.985642,0.168835,-0.00196035,0.656857
13207,1.24423,1.96432,6.67791,2.85265,5,5,C4b4b,5.29677,-0.203342,1.2275,1.77636e-15,-0.88142,5.32081,-3.29253,0.90021,0.430637,0.0612042,0.020695,0.991652,0.015454,0.128017,2.271,0.0899732,0.628247,-0.772794,6.91475,-0.0923693,0.77786,0.621612,-6.54928,0.988932,0.140552,0.0475247,0.901091
13208,2.5224,2.59231,6.31774,4.27075,3,2,C4a1X,-2.5224,8.88178e-16,5.55112e-16,0.0867411,-2.66454e-15,-2.22045e-15,0.0867411,0.964676,0.0501754,-0.116566,0.230856,0.866236,-0.457099,-0.201731,5.82819,0.433704,0.888376,-0.150626,0.979611,0.248064,0.0429861,0.967789,1.45407,0.190464,-0.442481,0.876319,0.533169
13209,1.51174,2.96171,7.93521,4.11039,3,2,C4b1X,-1.51174,1.77636e-15,0,0.469941,2.66454e-15,-2.22045e-16,0.469941,0.986271,0.0829395,0.0259648,-0.140418,0.959217,0.281286,0.0279244,5.82226,-0.272672,0.946808,-0.170893,1.93704,-0.074509,0.15631,0.984894,-3.53246,0.502247,0.157232,-0.85031,0.331794
13210,4.20485,1.45,7.35158,2.36628,5,6,C4b4b,5.18814,3.62152,-2.13668,1.45,4.66249,-2.75084,6.49539,0.992273,0.055435,0.103364,-0.0404666,0.975357,0.0917677,0.200644,3.06398,-0.0688478,0.990579,-0.118379,-0.926123,-0.209617,0.101648,0.972486,7.04732,0.446785,0.833074,-0.326146,0.248792
13211,2.56906,2.33016,5.78878,3.34836,5,2,C4c2X,-1.34256,2.51693,0.51487,0.0521676,1.20161,0.245805,0.0521676,0.966549,0.175959,0.162301,-0.0920867,0.930357,0.235129,0.281337,5.71468,-0.120896,0.921117,-0.370037,3.10985,-0.346151,0.310254,0.885394,-3.96667,0.686047,0.632797,-0.359037,0.518762
13212,2.60275,4.67401,9.12498,2.90749,3,2,C4a1X,-2.60275,-1.33227e-15,-2.66454e-15,0.828097,-1.33227e-15,-2.66454e-15,0.828097,0.976414,0.123664,-0.163305,0.0682248,0.937353,-0.173621,-0.302033,2.83395,0.0928411,0.960105,-0.263778,6.2042,0.335781,0.219212,0.916077,3.54891,0.572764,-0.756367,0.31599,0.435243
13213,1.69479,4.91639,6.92685,3.69086,2,5,B2XXX,0.0306176,1.60499,-0.633263,2.97516,1.57651,-0.622025,2.97516,0.927761,0.364834,-0.078318,-0.00461564,0.98769,-0.0485817,-0.148689,8.20154,-0.0657106,0.73375,-0.676235,-2.67322,0.141953,0.677681,0.721525,2.42264,0.977651,-0.20987,-0.0123686,0.764856
13214,1.08761,1.4442,8.32252,2.84545,5,2,C4c2X,0.14132,1.02738,0.356906,0.958749,1.16087,0.403282,0.958749,0.996932,0.00531482,-0.0766644,0.0148318,0.987805,-0.0303875,-0.152701,9.35433,0.0287577,0.999504,-0.0128712,3.18553,0.153016,0.00832288,0.988189,-0.618372,0.0679066,-0.979529,0.189503,0.156693
13215,4.72012,3.4723,7.37513,1.67855,3,2,C4a1X,-4.72012,-1.77636e-15,-8.88178e-16,2.36846,-3.55271e-15,-1.77636e-15,2.36846,0.983025,0.141278,0.0315102,-0.112733,0.972597,0.230542,0.0300973,4.34778,-0.212735,0.934664,-0.284864,2.36042,-0.093804,0.270655,0.958095,1.18171,0.770035,0.171746,-0.61445,0.36903
13216,0.698482,0.805092,8.71205,3.41459,5,6,C24bX,-2.17432,0.697335,0.0400111,0.805092,-1.41069,-0.0809417,1.32397,0.931079,0.292826,0.165116,-0.141706,0.905312,0.360579,0.224483,6.75482,-0.167177,0.788345,-0.592084,1.14466,-0.390463,0.498493,0.773979,-1.72368,0.802667,0.452602,-0.38843,0.746871
13217,1.85757,3.63554,5.34934,4.15706,5,6,C4b4b,0,1.53673,-1.04357,3.63554,1.53673,-1.04357,3.63554,0.975658,0.194828,0.0756254,0.0664371,0.979734,-0.100172,0.173457,3.94967,0.159108,0.915256,-0.370122,-0.919492,-0.121681,0.39022,0.912646,3.22726,0.888422,0.344854,0.302956,0.442187
13218,1.94024,2.29731,5.71604,2.3945,5,5,C4b3b,1.38181,1.93954,0.0521329,-4.44089e-16,1.99593,0.0536486,-1.38066,0.997086,0.00204761,-0.0203141,-0.0735037,0.988369,0.146496,-0.0408108,3.11649,-0.146662,0.989186,-0.00109695,-1.8001,0.0402088,0.0070696,0.999166,-3.73342,0.026841,-0.266287,-0.96352,0.152722
13219,3.15814,2.82823,5.83913,4.59406,5,4,C24aX,-3.22672,2.99193,-1.01103,2.82823,-0.0556548,0.0188068,2.57651,0.937638,0.32119,-0.127694,-0.0369665,0.964656,-0.0127054,-0.263208,6.36316,-0.15135,0.790941,-0.592878,0.1911,0.215715,0.61176,0.761063,0.41859,0.923985,-0.367344,-0.106344,0.710049
13220,3.40817,3.73296,5.47736,2.22751,5,5,C4c4c,0.76636,3.26333,0.982992,0,3.27723,0.987177,-0.766223,0.996822,0.0687602,-0.0284664,0.0284229,0.996764,-0.0605798,-0.0528431,2.03502,0.0527504,0.988928,-0.138701,-3.94781,0.0606606,0.135465,0.988923,-3.77722,0.863141,-0.357336,0.35679,0.159495
13221,2.8103,0.983154,7.46458,2.5969,5,5,C23bX,-5.27963,1.37241,2.45241,0,-0.802455,-1.43393,-2.83564,0.880218,0.310506,-0.0900195,0.347418,0.742394,-0.667511,0.0572773,2.16277,0.555704,0.565773,-0.609174,5.22743,0.374224,0.484077,0.790965,-0.341336,0.654289,-0.189686,0.732069,0.988951
13222,3.92704,1.32453,8.58994,2.01469,5,6,C4b4b,3.16116,3.27042,-2.17394,1.32453,3.90467,-2.59555,4.39258,0.992458,0.0654107,0.102221,-0.0172902,0.978504,0.0476922,0.200637,8.0543,-0.0209469,0.990845,-0.13337,-1.28227,-0.205161,0.1263,0.970545,3.7152,0.533604,0.83389,-0.141049,0.245784
13223,4.89213,2.05935,5.62803,1.2024,3,2,C4b1X,-4.89213,0,-8.88178e-16,1.03877,-2.44249e-15,-8.88178e-16,1.03877,0.999667,0.0251985,0.00559166,0.000439964,0.999937,-0.000597832,0.0112018,0.878269,0.00116144,0.99873,-0.0503753,-5.03982,-0.0111574,0.0503852,0.998668,0.774697,0.976111,0.216603,0.0170428,0.0516362
13224,2.56645,0.925643,6.1315,2.98901,5,6,C4b4b,0.0467769,1.03427,-2.34882,0.925643,1.03502,-2.35051,0.972383,0.999452,0.0183194,0.007493,0.0265236,0.998481,-0.0527436,0.0159496,4.08307,0.0532927,0.997922,-0.0362212,-4.65306,-0.014006,0.0370161,0.999217,0.840263,0.553547,0.226412,0.801451,0.0662011
13225,1.11966,4.29307,8.8269,3.45838,1,1,AXXXX,0,1.09711,-0.223583,2.79783,1.09711,-0.223583,2.79783,0.940245,0.295016,-0.105098,0.13364,0.94219,-0.313319,-0.118784,2.28932,0.189297,0.790212,-0.582865,-7.33062,0.276487,0.526684,0.80384,-2.30042,0.866423,-0.308659,0.392482,0.694895
13226,2.03094,3.64857,6.21919,4.7798,5,2,B2XXX,-2.96728,0.747022,-1.88856,0,-0.292331,0.739049,0.905643,0.88368,0.255809,-0.391693,0.015739,0.692658,-0.228214,-0.68421,5.09292,-0.17258,0.868628,-0.464437,-2.59142,0.700314,0.439777,0.562277,-3.62788,0.546495,-0.836787,0.0336239,0.974258
